"标识","编码","名称","上级"
"1003030100","10030301","单入单出UPS电源","交流不间断电源设备（UPS）"
"1003040200","10030402","高压直流配电柜","高压直流设备 "
"1004030300","10040303","其他锂电池","锂电池"
"1005011200","10050112","智能设备处理器","电源监控设备"
"1006020000","100602","中央空调设备","空气调节设备"
"1006050000","100605","节能空调设备","空气调节设备"
"1008010100","10080101","10KV电力电缆","电力电缆"
"1009010000","100901","其他节能设备","节能设备"
"1002040000","100204","风力发电设备","发电设备"
"1001010300","10010103","高压环网柜","高压配电设备"
"1002010300","10020103","车载式发电设备","柴油发电设备"
"1003030400","10030304","并机控制柜","交流不间断电源设备（UPS）"
"1005011100","10050111","解码器","电源监控设备"
"1006050300","10060503","新风系统","节能空调设备"
"1003010302","1003010302","整流模块","组合开关电源"
"1008000000","1008","电力电缆","空调电源设备"
"1002060000","100206","油机发电外围设备","发电设备"
"1001010100","10010101","高压进线柜","高压配电设备"
"1001020700","10010207","低压功率因数补偿柜","低压配电设备"
"1003020300","10030203","模块式直流－直流变换器","变换器"
"1005010500","10050105","电源监控系统操作终端","电源监控设备"
"1006070100","10060701","新风空调系统","新风节能设备"
"1003040103","1003040103","绝缘监察设备","高压直流电源"
"1005010000","100501","电源监控设备","电源监控系统"
"1001010200","10010102","高压开关柜","高压配电设备"
"1002030200","10020302","移动式燃气轮机发电机组","燃气轮机发电设备"
"1005020200","10050202","采集设备","能耗监测系统"
"1009010100","10090101","节电器","其他节能设备"
"1003030500","10030305","PHS基站远供电源","交流不间断电源设备（UPS）"
"1103070600","11030706","有氧健身椅","文体设备"
"1103071500","11030715","其他文体设备","文体设备"
"1103090400","11030904","运动场照明装置","照控设备"
"1104020300","11040203","出入口控制系统","安全防范系统"
"1104030200","11040302","消防控制系统","消防系统"
"1105010100","11050101","消火栓","消防装备"
"1106000000","1106","供暖设备","通用设备"
"1106010200","11060102","热换器","锅炉设备"
"1106020200","11060202","热力管线","热交换站"
"1107010000","110701","乘客电梯设备","升降机械"
"1107050000","110705","液压升降设备","升降机械"
"1108020100","11080201","风机","风机、采暖、除尘"
"402040400","4020404","2M复用设备（集中器）","数字数据网（DDN）网络设备"
"403010200","4030102","路由器","IP骨干设备"
"404010200","4040102","光接收机","混合光缆/电缆（HFC）系统"
"404060200","4040602","认证服务器","可视电话"
"402010400","4020104","分组拆装设备（PAD）","分组交换网（PAC）网络设备"
"402020400","4020204","非分组式终端","分组交换网（PAC）终端设备"
"404080500","4040805","网管中央处理系统","传真存储转发系统设备"
"403040702","403040702","高层交换机板卡","高层交换机（四七层交换机）"
"402100500","4021005","ATM网管设备","异步传输模式（ATM）设备"
"402070302","402070302","帧中继传输设备板卡","帧中继传输设备"
"402040101","402040101","数字数据网节点机机框","数字数据网节点机"
"402090000","40209","帧中继网（FR）其它配套设备","基础数据网"
"405010000","40501","配套通信设备（增值业务）","配套通信设备"
"501010101","501010101","路由器机框","路由器"
"501010301","501010301","光纤通道交换机机框","光纤通道交换机"
"501010602","501010602","协议转换器板卡","协议转换器"
"501011000","5010110","光转换器","组网设备"
"501020000","50102","计算机主设备","管理支撑系统MSS"
"501030100","5010301","磁带库","存储设备"
"502010000","50201","组网设备","长途交换网业务支撑系统BSS"
"502010201","502010201","局域网交换机机框","局域网交换机"
"502010602","502010602","协议转换器板卡","协议转换器"
"502010800","5020108","时隙复用设备","组网设备"
"502020200","5020202","工作站","计算机主设备"
"502030500","5020305","外存储设备","存储设备"
"503010100","5030101","路由器","组网设备"
"503010500","5030105","调制解调器","组网设备"
"503010700","5030107","防火墙","组网设备"
"503011001","503011001","光转换器板卡","光转换器"
"503020400","5030204","终端设备","计算机主设备"
"503030400","5030304","ZIP驱动器","存储设备"
"504010301","504010301","光纤通道交换机机框","光纤通道交换机"
"504010702","504010702","防火墙板卡","防火墙"
"504011400","5040114","标准机架","组网设备"
"504020400","5040204","终端设备","计算机主设备"
"504030100","5040301","磁带库","存储设备"
"505010000","50501","组网设备","数据通信网业务支撑系统BSS"
"505010102","505010102","路由器板卡","路由器"
"505010600","5050106","协议转换器","组网设备"
"505010700","5050107","防火墙","组网设备"
"505011300","5050113","网管维护终端","组网设备"
"803010601","803010601","路由器机框","路由器"
"803020500","8030205","短消息网关","固网短信设备"
"803030800","8030308","交换机","短信中心"
"803031000","8030310","防火墙","短信中心"
"803031300","8030313","光转换器","短信中心"
"803040100","8030401","服务器","短信业务网关"
"803040700","8030407","路由器","短信业务网关"
"803040702","803040702","路由器板卡","路由器"
"102030102","102030102","支路盘","STM-16终端复用设备（TM）"
"102050301","102050301","基本架","STM-256分插复用设备（ADM）"
"116010101","116010101","基本架","155Mb/s传输设备"
"102030204","102030204","ATM接口板","STM-16分插复用设备（ADM）"
"117010104","117010104","线路盘","OTN设备"
"202040400","2020404","数字电视编解码器","卫星通信配套设备"
"203050100","2030501","大型电子管预热器","短波电台其它设备"
"203060700","2030607","收信天线及馈线","天线及配套设备"
"301010100","3010101","数字程控长途电话交换设备","长途数字程控交换"
"301010105","301010105","网络板","数字程控长途电话交换设备"
"301010204","301010204","中继板","集装箱长途电话交换设备"
"301010305","301010305","网络板","车载式长途电话交换设备"
"301020000","30102","长途/本地电话网管系统","长途电话网"
"301020700","3010207","网管工作站","长途/本地电话网管系统"
"301021100","3010211","网管大屏幕演示系统","长途/本地电话网管系统"
"302010104","302010104","中继板","数字程控本地电话交换设备"
"302010400","3020104","集装箱市内电话交换设备","本地数字程控交换"
"302010503","302010503","用户板","车载式市内电话交换设备"
"302010606","302010606","控制板","程控市内电话汇接设备"
"302010701","302010701","基本架","远端模块"
"302011200","3020112","本地关口局设备","本地数字程控交换"
"302020200","3020202","业务处理设备","固网智能化设备"
"302030600","3020306","集中监控服务器","本地电话网集中监控管理系统"
"302031100","3020311","集中监控大屏幕演示系统","本地电话网集中监控管理系统"
"302040400","3020404","测量员座席","测量系统设备"
"305020300","3050203","SCP工作站","智能业务控制点（SCP）"
"305021100","3050211","SCP维护操作终端","智能业务控制点（SCP）"
"305030700","3050307","SMP磁盘阵列","智能业务管理点（SMP）"
"305050000","30505","智能业务交换点（SSP）","智能网设备"
"305050105","305050105","控制板","SSP交换设备"
"305050500","3050505","SSP调制解调器","智能业务交换点（SSP）"
"305080200","3050802","控制（板）设备","智能IP外设"
"305090300","3050903","存储设备","智能网网管设备"
"305100202","305100202","路由器板卡","路由器"
"305110200","3051102","SSAP交换机","智能业务交接接入点（SSAP）"
"306020100","3060201","用户卫星接收系统","其它配套设备"
"307020000","30702","软交换媒体资源服务器","软交换系统设备"
"307040200","3070402","信令网关（SG）","与PSTN互通设备"
"307070200","3070702","应用服务器（APP）","软交换应用服务器"
"308020100","3080201","MMTEL服务器","IMS应用设备"
"306010300","3060103","中继维护模块机架","配套机架/机柜"
"307040000","30704","与PSTN互通设备","软交换系统设备"
"307070100","3070701","Parlay网关","软交换应用服务器"
"301010000","30101","长途数字程控交换","长途电话网"
"301020100","3010201","网管路由器","长途/本地电话网管系统"
"302010500","3020105","车载式市内电话交换设备","本地数字程控交换"
"302050200","3020502","空分程控全电子农话交换设备","空分程控全电子电话交换"
"303050800","3030508","录音通知设备","其它附属设备"
"305010900","3050109","SDP告警显示设备","智能业务数据点（SDP）"
"305040100","3050401","智能业务接入点（SMAP）设备","智能业务接入点（SMAP）"
"307020100","3070201","媒体资源服务器（MRS）","软交换媒体资源服务器"
"303050400","3030504","通信中心机","其它附属设备"
"301010202","301010202","信令板","集装箱长途电话交换设备"
"301020102","301020102","路由器板卡","网管路由器"
"302010604","302010604","中继板","程控市内电话汇接设备"
"304010202","304010202","信令板","低级信令转接点（LSTP）设备"
"302010401","302010401","基本架","集装箱市内电话交换设备"
"202030700","2020307","卫星单收站","下行通信设备"
"202040600","2020406","调频电视调制器","卫星通信配套设备"
"202041100","2020411","音频分支放大器","卫星通信配套设备"
"202050400","2020504","主站室内单元","甚小口径卫星通信系统（VSAT）"
"203000000","203","短波通信系统","无线传输设备"
"203020300","2030203","单边带收报机","短波接收设备"
"203030300","2030303","线路均衡器","短波电台配套设备"
"203040200","2030402","独用冷却设备","短波冷却设备"
"203060600","2030606","环型天线及馈线","天线及配套设备"
"203061100","2030611","旋转天线及馈线","天线及配套设备"
"203010300","2030103","单边带发报机","短波发信设备"
"203030500","2030305","频率合成器","短波电台配套设备"
"203060400","2030604","同向水平天线及馈线","天线及配套设备"
"1204030100","12040301","非机动船","非机动船"
"1204040100","12040401","拖船","拖船"
"1301010100","13010101","光缆自动吹缆机","光缆、电缆工程机械"
"1302010200","13020102","混凝土搅拌机","混凝土和灰浆机械"
"1302030200","13020302","其它混凝土浇注机械","混凝土浇注机械"
"1302060100","13020601","履带式单斗挖掘机","挖掘机"
"1302070000","130207","推土机","建筑安装机械"
"1302080000","130208","装载机","建筑安装机械"
"1302090000","130209","铲运机","建筑安装机械"
"1302110100","13021101","履带式拖拉机","拖拉机"
"1304010000","130401","门式起重设备","起重机械"
"1304030100","13040301","塔式起重机","塔式起重设备"
"1305030000","130503","链板传动运输设备","传动运输机械"
"1306010100","13060101","平台印刷机","印刷设备"
"1306020100","13060201","自动订书机","装订设备"
"1306030100","13060301","制版机","制版设备"
"1306040100","13060401","铸字机","铸字设备"
"1307010100","13070101","车床","车床设备"
"1307010300","13070103","六角车床","车床设备"
"1307030200","13070302","卧铣床","铣床设备"
"1307050200","13070502","锯床","切断机床设备"
"1307060100","13070601","刨床设备","刨、插、锉床设备"
"1307080000","130708","机械压力设备","加工机械"
"1307110000","130711","剪切设备","加工机械"
"509020700","5090207","路由器","云资源管理设备"
"502030400","5020304","ZIP驱动器","存储设备"
"506040000","50604","数据采集设备","其他业务支撑系统设备BSS"
"507010000","50701","组网设备","运营支撑系统OSS"
"508010400","5080104","线路复用设备","组网设备"
"509020900","5090209","负载均衡设备","云资源管理设备"
"501010501","501010501","调制解调器板卡","调制解调器"
"601030200","6010302","B站","海事卫星通信"
"602030200","6020302","便携微波系统","模拟微波系统"
"606010500","6060105","自适应便携电台","电台"
"607010600","6070106","软交换车","数字程控电话交换设备"
"701010103","701010103","系统板","移动专用交换机(MSC)"
"701050400","7010504","归属用户服务器","EPC增强型数据核心网"
"702030000","70203","业务管理设备（SMP）","移动通信智能网设备"
"703020105","703020105","主控板","宏蜂窝基站设备（MACROCELL BTS)"
"703070300","7030703","5/4馈线","馈线设备"
"704050000","70405","天线","室内（小区）覆盖系统"
"702010600","7020106","SDP集线器","智能业务数据点（SDP）"
"702030500","7020305","SMP调制解调器","业务管理设备（SMP）"
"305070000","30507","智能网业务平台","智能网设备"
"302031300","3020313","集中监控打印终端","本地电话网集中监控管理系统"
"307020200","3070202","多点控制单元（MCU）","软交换媒体资源服务器"
"308040200","3080402","综合接入设备（IAD）","IMS接入设备"
"303030400","3030304","智能公话话机","公共电话"
"302010602","302010602","信令板","程控市内电话汇接设备"
"308040000","30804","IMS接入设备","IP多媒体子系统（IMS）设备"
"305100200","3051002","路由器","智能业务管理控制点（SMCP）"
"301021000","3010210","网管存储设备","长途/本地电话网管系统"
"401020100","4010201","单双转流转换架","电报设备"
"402030300","4020303","协议转换器","分组交换网（PAC）其它配套设备"
"402080000","40208","帧中继网（FR）终端设备","基础数据网"
"403040500","4030405","应用服务器","运营支撑系统设备"
"404030000","40403","二合一接入系统","增值业务平台设备"
"404090300","4040903","EDI网络服务器","电子数据交换（EDI）系统"
"402060400","4020604","数据语音多用设备","数字数据网（DDN）其它配套设备"
"403050700","4030507","壁挂式机框","IP其它设备"
"401030502","401030502","用户电报和低速数据程控交换机模块","用户电报和低速数据程控交换机"
"406020102","406020102","刀片服务器模块","刀片服务器"
"404090400","4040904","电子数据交换设备","电子数据交换（EDI）系统"
"402050400","4020504","维护控制台","数字数据网（DDN）终端设备"
"402060501","402060501","数字配线模块DDM","DDF/IDF混合配线架"
"501010701","501010701","防火墙机框","防火墙"
"502030100","5020301","磁带库","存储设备"
"504010200","5040102","局域网交换机","组网设备"
"505011000","5050110","光转换器","组网设备"
"506010000","50601","组网设备","其他业务支撑系统设备BSS"
"802021000","8020210","防火墙","领航平台"
"802040900","8020409","负载均衡设备","其他管理平台"
"803040400","8030404","磁带库","短信业务网关"
"803060900","8030609","负载均衡设备","智能短信平台"
"803090900","8030909","防火墙","无线市话彩铃设备"
"803120600","8031206","光纤通道交换机","呼叫中心"
"803221200","8032212","防DDoS设备","通用下载（KJAVA）平台"
"803241000","8032410","防火墙","浏览类平台（WAP门户等）"
"803260702","803260702","路由器板卡","路由器"
"803281100","8032811","IPS设备","移动上网日志留存系统"
"804040000","80404","视频点播（VOD）系统","应用类平台"
"801030500","8010305","磁盘阵列","互联网数据中心（IDC）设备"
"803121200","8031212","防DDoS设备","呼叫中心"
"803150600","8031506","光纤通道交换机","智能提速平台"
"803270801","803270801","交换机机框","交换机"
"801030700","8010307","路由器","互联网数据中心（IDC）设备"
"803100500","8031005","磁盘阵列","彩铃平台"
"901030100","9010301","10Gb/s传输设备","分组数据传送网（PTN）"
"901080800","9010808","有线接入网管前端机","有线接入网管系统"
"902080500","9020805","服务器","无线数据网"
"803161500","8031615","攝像机","网络视频监控（全球眼）设备"
"803180200","8031802","小型机","定位平台"
"803191200","8031912","防DDoS设备","支付类平台"
"803120800","8031208","交换机","呼叫中心"
"803120200","8031202","小型机","呼叫中心"
"803080801","803080801","交换机机框","交换机"
"803260902","803260902","负载均衡设备板卡","负载均衡设备"
"802030200","8020302","小型机","统一认证平台(UBB)"
"803100300","8031003","KVM和机架内维护终端","彩铃平台"
"804050700","8040507","非线性编辑系统","影像加密系统"
"803140400","8031404","其它会议电话设备","会议电话"
"803060702","803060702","路由器板卡","路由器"
"803030200","8030302","小型机","短信中心"
"803100801","803100801","交换机机框","交换机"
"803110901","803110901","负载均衡设备机框","负载均衡设备"
"803251100","8032511","IPS设备","综合业务接入网关（ISAG）"
"804061300","8040613","光转换器","其他应用平台"
"803161400","8031614","光转换器","网络视频监控（全球眼）设备"
"801030100","8010301","服务器","互联网数据中心（IDC）设备"
"803220100","8032201","服务器","通用下载（KJAVA）平台"
"801031700","8010317","IDC操作终端","互联网数据中心（IDC）设备"
"803040901","803040901","负载均衡设备机框","负载均衡设备"
"803240902","803240902","负载均衡设备板卡","负载均衡设备"
"701030000","70103","综合业务配置系统","移动通信交换设备"
"702031000","7020310","SMP打印终端","业务管理设备（SMP）"
"704040000","70404","POI合路器","室内（小区）覆盖系统"
"703030100","7030301","光纤直放站设备","直放站"
"703090306","703090306","交流转直流模块","LET分布式基站"
"801030801","801030801","交换机机框","交换机"
"1312021300","13120213","现调机","食品加工机械"
"1305030100","13050301","链板传动运输机","链板传动运输设备"
"1302080500","13020805","其它装载机","装载机"
"1306020600","13060206","书刊装订联动机","装订设备"
"1307220100","13072201","注塑机","其它加工机械设备"
"1307050100","13070501","切断机床","切断机床设备"
"1307190000","130719","电信电缆加工设备","加工机械"
"1307100100","13071001","锤机","锤锻设备"
"1302070300","13020703","其它推土机","推土机"
"1403010100","14030101","砖混结构房屋","砖混结构"
"1406050400","14060504","传达室","门卫设施"
"1409010100","14090101","道路","道路设施"
"1406050200","14060502","卫亭","门卫设施"
"1407050000","140705","水道管路","给排水设施"
"1410011100","14100111","电话亭","专用建筑物、构筑物"
"1406060100","14060601","护坡设施","其他防护设施"
"1501030100","15010301","农场土地","农场土地"
"901071300","9010713","高比特率数字用户环路","其他接入设备"
"902030100","9020301","频分一点对多点微波（FDMA）","一点对多点微波"
"901040202","901040202","板卡","接入设备（A类设备）"
"1002020100","10020201","固定式汽油发电机组","汽油发电设备"
"1002050100","10020501","太阳能电池","太阳能发电设备"
"1003031000","10030310","其他远程供电设备","交流不间断电源设备（UPS）"
"1006020300","10060203","新风机","中央空调设备"
"1003010101","1003010101","主控机架","分立式开关电源"
"1008020200","10080202","裸母线","母线"
"1003010103","1003010103","监控模块","分立式开关电源"
"1006050100","10060501","热交换器","节能空调设备"
"1005010400","10050104","数据库后台服务器","电源监控设备"
"1002010100","10020101","固定式柴油发电机组","柴油发电设备"
"1102010200","11020102","英文打字机","办公设备"
"1103040200","11030402","控制台","工业电视设备"
"1104030000","110403","消防系统","办公楼宇自动化设施"
"1108040000","110804","气体分离设备","泵、风机、压缩机装备"
"1106010700","11060107","电开水炉","锅炉设备"
"1104020200","11040202","电视监控系统","安全防范系统"
"1104040500","11040405","照明自动监控系统","建筑设备监控系统"
"1107040000","110704","索道设备","升降机械"
"1103070700","11030707","史密斯机","文体设备"
"1201010400","12010104","重型货车","载货汽车"
"1202040000","120204","起重车","其它专用车辆"
"1202110000","120211","挂车","其它专用车辆"
"1302070200","13020702","轮胎式推土机","推土机"
"1306030300","13060303","胶印打样机","制版设备"
"803121500","8031215","IVR服务器","呼叫中心"
"803191100","8031911","IPS设备","支付类平台"
"803200500","8032005","磁盘阵列","统一通讯录平台"
"801020902","801020902","负载均衡设备板卡","负载均衡设备"
"803040801","803040801","交换机机框","交换机"
"803210701","803210701","路由器机框","路由器"
"803260802","803260802","交换机板卡","交换机"
"803141101","803141101","路由器机框","路由器"
"801010901","801010901","负载均衡设备机框","负载均衡设备"
"803220702","803220702","路由器板卡","路由器"
"803250902","803250902","负载均衡设备板卡","负载均衡设备"
"803010602","803010602","路由器板卡","路由器"
"803030500","8030305","磁盘阵列","短信中心"
"803050800","8030508","交换机","短信互通网关"
"803060500","8030605","磁盘阵列","智能短信平台"
"803061000","8030610","防火墙","智能短信平台"
"803070902","803070902","负载均衡设备板卡","负载均衡设备"
"803080701","803080701","路由器机框","路由器"
"803090600","8030906","存储设备","无线市话彩铃设备"
"803100700","8031007","路由器","彩铃平台"
"803110000","80311","声讯设备","能力类平台"
"803141700","8031417","光转换器","会议电话"
"803150902","803150902","负载均衡设备板卡","负载均衡设备"
"803160801","803160801","路由器机框","路由器"
"803161700","8031617","监视器","网络视频监控（全球眼）设备"
"803171100","8031711","路由器","多媒体视讯系统"
"803171900","8031719","监视器","多媒体视讯系统"
"803180701","803180701","路由器机框","路由器"
"803190700","8031907","路由器","支付类平台"
"803191300","8031913","光转换器","支付类平台"
"803040000","80304","短信业务网关","能力类平台"
"803180000","80318","定位平台","能力类平台"
"801020200","8010202","小型机","云资源管理设备"
"801030800","8010308","交换机","互联网数据中心（IDC）设备"
"803281300","8032813","光转换器","移动上网日志留存系统"
"804010100","8040101","网管设备（网管服务器、网管工作站）","IC卡电话管理系统设备"
"804050800","8040508","制作中心机房设备","影像加密系统"
"801020700","8010207","路由器","云资源管理设备"
"802020800","8020208","交换机","领航平台"
"803121300","8031213","光转换器","呼叫中心"
"803131300","8031313","VGA网络接收器","会议电视KVM和机架内维护终端"
"803141600","8031416","防DDoS设备","会议电话"
"803161600","8031616","网络接入设备","网络视频监控（全球眼）设备"
"803171400","8031714","VGA网络接收器","多媒体视讯系统"
"803190800","8031908","交换机","支付类平台"
"803030900","8030309","负载均衡设备","短信中心"
"803101300","8031013","光转换器","彩铃平台"
"803240600","8032406","光纤通道交换机","浏览类平台（WAP门户等）"
"803170200","8031702","媒体网关(MediaCenter)","多媒体视讯系统"
"803030600","8030306","光纤通道交换机","短信中心"
"801030701","801030701","路由器机框","路由器"
"802030702","802030702","路由器板卡","路由器"
"803040802","803040802","交换机板卡","交换机"
"803100702","803100702","路由器板卡","路由器"
"803210902","803210902","负载均衡设备板卡","负载均衡设备"
"803260701","803260701","路由器机框","路由器"
"803290902","803290902","负载均衡设备板卡","负载均衡设备"
"803120902","803120902","负载均衡设备板卡","负载均衡设备"
"803171102","803171102","路由器板卡","路由器"
"803090801","803090801","路由器机框","路由器"
"803150801","803150801","交换机机框","交换机"
"803030902","803030902","负载均衡设备板卡","负载均衡设备"
"803080000","80308","彩信平台","能力类平台"
"803170000","80317","多媒体视讯系统","能力类平台"
"804030100","8040301","视频KVM和机架内维护终端","网上多媒体应用系统"
"805010100","8050101","中间配线架","通用配套设备"
"802040700","8020407","路由器","其他管理平台"
"803131400","8031314","VGA网络分配器","会议电视KVM和机架内维护终端"
"803151200","8031512","防DDoS设备","智能提速平台"
"803170300","8031703","会议室型视讯终端","多媒体视讯系统"
"803190900","8031909","负载均衡设备","支付类平台"
"803100100","8031001","服务器","彩铃平台"
"803211300","8032113","光转换器","终端管理类平台"
"803271300","8032713","光转换器","业务平台综合网管系统"
"803162100","8031621","网络视频服务器","网络视频监控（全球眼）设备"
"802020300","8020203","KVM和机架内维护终端","领航平台"
"803210200","8032102","小型机","终端管理类平台"
"803280100","8032801","服务器","移动上网日志留存系统"
"508010501","508010501","调制解调器板卡","调制解调器"
"509010701","509010701","路由器机框","路由器"
"503010601","503010601","协议转换器机框","协议转换器"
"506000000","506","其他业务支撑系统设备BSS","企业信息系统设备"
"510010000","51001","网络安全设备","企信系统安全设备"
"501030500","5010305","外存储设备","存储设备"
"503010600","5030106","协议转换器","组网设备"
"503040100","5030401","数据采集设备","数据采集设备"
"505011200","5050112","网管存储设备","组网设备"
"506020300","5060203","小型机","计算机主设备"
"507010600","5070106","协议转换器","组网设备"
"508020100","5080201","服务器","计算机主设备"
"501010200","5010102","局域网交换机","组网设备"
"506010100","5060101","路由器","组网设备"
"509020400","5090204","磁带库","云资源管理设备"
"509010100","5090101","服务器","云资源池设备"
"601040200","6010402","传真机","全球星通信设备"
"602010000","60201","模拟一点多址微波","微波通信"
"602020100","6020201","一点多址通信车（中心站）","数字一点多址微波"
"602040000","60204","数字微波","微波通信"
"602040200","6020402","扩频微波","数字微波"
"603010000","60301","模拟设备","特高频通信"
"603020000","60302","数字设备","特高频通信"
"604000000","604","无线接入","应急通信设备"
"604010100","6040101","车载中心站","接入设备"
"605000000","605","移动","应急通信设备"
"605020000","60502","数字设备","移动"
"605020300","6050203","800M集群共网通信车","数字设备"
"606010100","6060101","100W车载短波电台","电台"
"606020000","60602","移动设备","短波"
"607010000","60701","数字程控电话交换设备","交换"
"608000000","608","电源","应急通信设备"
"608020000","60802","柴油发电设备","电源"
"608030000","60803","汽油发电机设备","电源"
"609010000","60901","会议电视","配套装备"
"609030000","60903","炊事车","配套装备"
"609050000","60905","保障车","配套装备"
"609070000","60907","指挥平台","配套装备"
"606010400","6060104","100W自适应短波电台","电台"
"609050100","6090501","综合通信保障车","保障车"
"601020000","60102","车载卫星通信","卫星通信系统"
"608010000","60801","车载柴油发电设备","电源"
"601020200","6010202","便携地球小站（Ku频段）","车载卫星通信"
"605010200","6050102","04050兆移动通信车","模拟设备"
"609040100","6090401","应急通信指挥车","指挥车"
"701010101","701010101","机框","移动专用交换机(MSC)"
"701010301","701010301","机框","归属位置寄存器设备（HLR）"
"701010303","701010303","系统板","归属位置寄存器设备（HLR）"
"701010500","7010105","一级汇接移动交换机(TMSC1）","电路域设备"
"701010603","701010603","系统板","二级汇接移动交换机(TMSC2）"
"703000000","703","移动通信无线网设备","移动通信设备"
"703010201","703010201","机架","声码器架"
"703020100","7030201","宏蜂窝基站设备（MACROCELL BTS)","CDMA基站"
"703020204","703020204","功放","微蜂窝基站设备（MICROCELL BTS）"
"703020305","703020305","主控板","分布式基站设备"
"703030200","7030302","无线直放站","直放站"
"703040300","7030403","Femto网关","微微基站"
"703050300","7030503","计算机终端","移动基地台操作维护中心设备（OMC-R）"
"703060300","7030603","小口径天线","天线设备"
"703060900","7030609","楼顶架","天线设备"
"703070200","7030702","7/8馈线","馈线设备"
"703070500","7030705","其他馈线","馈线设备"
"703090101","703090101","机架","LTE宏蜂窝基站"
"703090201","703090201","机架","LTE微蜂窝基站"
"703090206","703090206","其他板件","LTE微蜂窝基站"
"703090307","703090307","其他板件","LET分布式基站"
"703100200","7031002","网管服务器","LTE无线网操作维护中心（OMC-R）"
"704030000","70403","功分器","室内（小区）覆盖系统"
"704040100","7040401","合路器","POI合路器"
"704050100","7040501","全向吸顶天线","天线"
"704070300","7040703","其他馈线","馈线"
"705030300","7050303","雷电放散装置","移动通信其他设备"
"705050200","7050502","H杆平台","通信塔"
"701020602","701020602","接口板","边界网关（BG）"
"701050500","7010505","移动性管理设备","EPC增强型数据核心网"
"702011000","7020110","SDP打印终端","智能业务数据点（SDP）"
"702030300","7020303","SMP工作站","业务管理设备（SMP）"
"702060300","7020603","其他通信（板）设备","智能IP外设"
"703010200","7030102","声码器架","基站控制器(BSC)"
"701010300","7010103","归属位置寄存器设备（HLR）","电路域设备"
"701020900","7010209","归属代理和内容计费网关（HA/CCG设备）","分组域设备"
"702020700","7020207","SCP磁盘阵列","业务控制设备（SCP）"
"702060200","7020602","语音资源（板）设备","智能IP外设"
"703090200","7030902","LTE微蜂窝基站","LTE基站"
"705020100","7050201","配套机架/机柜","配套机架/机柜"
"307010100","3070101","软交换设备","软交换设备"
"307060300","3070603","电子号码（ENUM）设备","软交换路由设备"
"308020800","3080208","SIP push服务器","IMS应用设备"
"308050100","3080501","媒体网关控制功能（MGCF）","IMS网络域互通设备"
"302031000","3020310","集中监控存储设备","本地电话网集中监控管理系统"
"305031000","3050310","SMP打印终端","智能业务管理点（SMP）"
"308020600","3080206","统一CENTREX平台设备","IMS应用设备"
"308030100","3080301","服务会话控制设备（S-CSCF）","IMS控制设备"
"308040300","3080403","边缘接入控制设备（BAC）","IMS接入设备"
"308070000","30807","IMS网络支撑设备","IP多媒体子系统（IMS）设备"
"308070500","3080705","计费采集服务器","IMS网络支撑设备"
"308080300","3080803","解析服务器（ENUM/DNS）","IMS路由设备"
"301021400","3010214","网管告警显示设备","长途/本地电话网管系统"
"302010504","302010504","中继板","车载式市内电话交换设备"
"302010702","302010702","中继板","远端模块"
"302020400","3020204","语音中继处理设备","固网智能化设备"
"303020200","3030202","连网节点","节点/接口设备"
"303040102","303040102","路由器板卡","路由器"
"303041000","3030410","分装设备","电话业务计算机综合管理系统"
"304020500","3040205","信令测试仪","信令监控网管系统"
"305020102","305020102","路由器板卡","SCP路由器"
"305030300","3050303","SMP工作站","智能业务管理点（SMP）"
"305050200","3050502","SSP IP智能外设","智能业务交换点（SSP）"
"305100000","30510","智能业务管理控制点（SMCP）","智能网设备"
"302010402","302010402","信令板","集装箱市内电话交换设备"
"304010204","304010204","链路板","低级信令转接点（LSTP）设备"
"301010104","301010104","中继板","数字程控长途电话交换设备"
"302010202","302010202","信令板","数字程控长市合用电话交换设备"
"304000000","304","信令网","交换设备"
"302010204","302010204","中继板","数字程控长市合用电话交换设备"
"304010101","304010101","基本架","高级信令转接点（HSTP）设备"
"302010105","302010105","网络板","数字程控本地电话交换设备"
"305010101","305010101","路由器机框","SDP路由器"
"305050103","305050103","中继板","SSP交换设备"
"401010300","4010103","数字载报机","传输设备"
"401020600","4010206","电报终端处理机","电报设备"
"401021100","4010211","电报电源分配架","电报设备"
"401030501","401030501","基本架","用户电报和低速数据程控交换机"
"401040200","4010402","四类传真机","传真设备"
"401040600","4010406","传真服务器","传真设备"
"402010102","402010102","分组交换节点机板卡","分组交换节点机"
"402020500","4020205","路由服务器","分组交换网（PAC）终端设备"
"402030200","4020302","分组集装架","分组交换网（PAC）其它配套设备"
"402040201","402040201","低阶数字交叉连接设备插卡","低阶数字交叉连接设备（DACS）"
"402040800","4020408","路由器","数字数据网（DDN）网络设备"
"402040802","402040802","路由器板卡","路由器"
"402050200","4020502","网络终端设备","数字数据网（DDN）终端设备"
"402060601","402060601","IDF配线单元","智能数字配线架（IDF）"
"402060801","402060801","MDF配线单元","MDF配线架"
"402070200","4020702","帧中继节点机","帧中继网（FR）网络设备"
"402090100","4020901","帧中继装/拆（FRAD）设备","帧中继网（FR）其它配套设备"
"402110000","40211","宽带综合业务数字网服务器","基础数据网"
"402110202","402110202","接入服务器板卡","接入服务器"
"403010101","403010101","交换机机框","局域网交换机（二三层交换机）"
"403010302","403010302","BRAS板卡","宽带接入服务器（BRAS）"
"403020300","4030203","共享服务器   ","IP网管设备"
